original_task_id,static_decision,static_reasons,priority_score,expected_terminal_action,persona_level,num_blockers,blocker_family_tags,profile_switch_bucket,prior_calibration
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,7,permission|wifi_calling|network_preference|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,7,permission|wifi_calling|network_preference|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,7,apn|permission|network_preference|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,7,apn|permission|network_preference|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,7,apn|permission|network_preference|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,7,apn|permission|wifi_calling|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,7,apn|permission|wifi_calling|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,7,apn|permission|wifi_calling|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded[PERSONA:None],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,None,7,apn|permission|wifi_calling|network_preference|data_mode|data_usage_exceeded,neutral_other,keep
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded[PERSONA:Easy],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Easy,7,apn|permission|wifi_calling|network_preference|data_mode|data_usage_exceeded,neutral_other,delete
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded[PERSONA:Hard],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Hard,7,apn|permission|wifi_calling|network_preference|data_mode|data_usage_exceeded,neutral_other,delete
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-104.0,repair_all,None,7,apn|permission|wifi_calling|network_preference|data_mode|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-106.0,repair_all,Easy,7,apn|permission|wifi_calling|network_preference|data_mode|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-87.0,repair_all,Hard,7,apn|permission|wifi_calling|network_preference|data_mode|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-77.0,repair_subset,None,7,apn|permission|wifi_calling|network_preference|data_mode|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-79.0,repair_subset,Easy,7,apn|permission|wifi_calling|network_preference|data_mode|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-60.0,repair_subset,Hard,7,apn|permission|wifi_calling|network_preference|data_mode|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,7,apn|permission|wifi_calling|network_preference|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,7,apn|permission|wifi_calling|network_preference|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,7,apn|permission|wifi_calling|network_preference|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-73.0,repair_subset,None,7,apn|permission|wifi_calling|network_preference|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-75.0,repair_subset,Easy,7,apn|permission|wifi_calling|network_preference|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-56.0,repair_subset,Hard,7,apn|permission|wifi_calling|network_preference|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-73.0,repair_subset,None,7,apn|permission|wifi_calling|network_preference|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-75.0,repair_subset,Easy,7,apn|permission|wifi_calling|network_preference|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-56.0,repair_subset,Hard,7,apn|permission|wifi_calling|network_preference|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,7,apn|permission|wifi_calling|network_preference|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,7,apn|permission|wifi_calling|network_preference|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,7,apn|permission|wifi_calling|network_preference|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-67.0,repair_subset,None,7,apn|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Easy,7,permission|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Hard,7,permission|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,None,7,permission|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-61.0,repair_subset,Easy,7,apn|permission|network_preference|sim|data_mode|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-60.0,repair_subset,Hard,7,apn|permission|network_preference|sim|data_mode|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-47.0,repair_subset,None,7,apn|permission|network_preference|sim|data_mode|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-73.0,repair_subset,Easy,7,apn|permission|wifi_calling|sim|data_mode|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-72.0,repair_subset,Hard,7,apn|permission|wifi_calling|sim|data_mode|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-59.0,repair_subset,None,7,apn|permission|wifi_calling|sim|data_mode|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-67.0,repair_subset,Easy,7,apn|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Hard,7,permission|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,None,7,permission|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Easy,7,permission|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-58.0,repair_subset,Hard,7,apn|permission|network_preference|sim|data_mode|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-63.0,repair_subset,None,7,apn|permission|network_preference|sim|data_mode|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-47.0,repair_subset,Easy,7,apn|permission|network_preference|sim|data_mode|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-70.0,repair_subset,Hard,7,apn|permission|wifi_calling|sim|data_mode|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-75.0,repair_subset,None,7,apn|permission|wifi_calling|sim|data_mode|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-59.0,repair_subset,Easy,7,apn|permission|wifi_calling|sim|data_mode|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,7,apn|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,7,permission|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,7,permission|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,7,permission|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,7,apn|permission|network_preference|sim|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,7,apn|permission|network_preference|sim|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,7,apn|permission|network_preference|sim|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,7,apn|permission|wifi_calling|sim|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,7,apn|permission|wifi_calling|sim|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,7,apn|permission|wifi_calling|sim|data_mode|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:None],candidate,,-73.0,repair_subset,None,7,apn|permission|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],candidate,,-75.0,repair_subset,Easy,7,apn|permission|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Hard],candidate,,-56.0,repair_subset,Hard,7,apn|permission|wifi_calling|network_preference|sim|data_mode|data_usage_exceeded,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-104.0,repair_all,None,7,apn|permission|wifi_calling|network_preference|sim|data_mode|roaming_enabled_off,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-106.0,repair_all,Easy,7,apn|permission|wifi_calling|network_preference|sim|data_mode|roaming_enabled_off,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-87.0,repair_all,Hard,7,apn|permission|wifi_calling|network_preference|sim|data_mode|roaming_enabled_off,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-77.0,repair_subset,None,7,apn|permission|wifi_calling|network_preference|sim|data_mode|roaming_disabled_on,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-79.0,repair_subset,Easy,7,apn|permission|wifi_calling|network_preference|sim|data_mode|roaming_disabled_on,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-60.0,repair_subset,Hard,7,apn|permission|wifi_calling|network_preference|sim|data_mode|roaming_disabled_on,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,7,apn|permission|wifi_calling|network_preference|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,7,apn|permission|wifi_calling|network_preference|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,7,apn|permission|wifi_calling|network_preference|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-73.0,repair_subset,None,7,apn|permission|wifi_calling|network_preference|sim|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-75.0,repair_subset,Easy,7,apn|permission|wifi_calling|network_preference|sim|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-56.0,repair_subset,Hard,7,apn|permission|wifi_calling|network_preference|sim|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-73.0,repair_subset,None,7,apn|permission|wifi_calling|network_preference|sim|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-75.0,repair_subset,Easy,7,apn|permission|wifi_calling|network_preference|sim|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-56.0,repair_subset,Hard,7,apn|permission|wifi_calling|network_preference|sim|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,7,apn|permission|wifi_calling|network_preference|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,7,apn|permission|wifi_calling|network_preference|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,7,apn|permission|wifi_calling|network_preference|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-73.0,repair_subset,None,7,apn|permission|wifi_calling|network_preference|data_mode|data_usage_exceeded|roaming_enabled_off,target_favoring,
